,Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Brand,Model,Km_Driven_log,Selling_Price_log,Car_Age
3043,Maruti Alto STD,2009,72000,70000,Petrol,Individual,Manual,First Owner,Maruti,AltoSTD,11.156250521031495,11.184421397998193,15
3044,Maruti Ritz VDi,2014,250000,115000,Diesel,Individual,Manual,First Owner,Maruti,RitzVDi,11.652687407345388,12.429216196844383,10
3045,Maruti Swift AMT VXI,2019,575000,25000,Petrol,Individual,Automatic,First Owner,Maruti,SwiftAMT,10.126631103850338,13.262125319779487,5
3047,Hyundai Santro Magna BSIV,2019,425000,15000,Petrol,Individual,Manual,First Owner,Hyundai,SantroMagna,9.615805480084347,12.959844447906553,5
3048,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,10000,CNG,Individual,Manual,First Owner,Maruti,EecoCNG,9.210340371976184,13.060487973686241,5
3049,Toyota Etios VX,2012,220000,80000,Petrol,Individual,Manual,Third Owner,Toyota,EtiosVX,11.289781913656018,12.301382825334498,12
3050,Maruti Alto 800 LXI,2020,310000,1700,Petrol,Individual,Manual,First Owner,Maruti,Alto800,7.438383530044307,12.644327576461329,4
3051,Ford Figo 1.5D Trend MT,2016,400000,45217,Diesel,Dealer,Manual,First Owner,Ford,Figo1.5D,10.719228401304807,12.89921982609012,8
3053,Hyundai EON Magna Plus,2018,310000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,9.903487552536127,12.644327576461329,6
3054,Maruti Ciaz ZDi Plus SHVS,2017,750000,50000,Diesel,Individual,Manual,First Owner,Maruti,CiazZDi,10.819778284410283,13.527828485512494,7
3056,Maruti Swift 1.3 VXi,2010,260000,50000,Petrol,Individual,Manual,First Owner,Maruti,Swift1.3,10.819778284410283,12.468436909997665,14
3057,Maruti Alto LXi,2012,180000,40000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLXi,10.596634733096073,12.100712129872347,12
3058,Mahindra Renault Logan 1.5 DLE Diesel,2007,125000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,RenaultLogan,11.608235644774552,11.736069016284437,17
3060,Maruti Alto K10 LXI,2011,220000,70000,Petrol,Individual,Manual,Second Owner,Maruti,AltoK10,11.156250521031495,12.301382825334498,13
3061,Maruti Alto K10 2010-2014 VXI,2010,200000,70000,Petrol,Individual,Manual,Third Owner,Maruti,AltoK10,11.156250521031495,12.206072645530174,14
3062,Ford Ikon 1.4 TDCi DuraTorq,2009,130000,100000,Diesel,Individual,Manual,Third Owner,Ford,Ikon1.4,11.512925464970229,11.77528972943772,15
3063,Tata Tiago XT,2016,335000,41000,Petrol,Dealer,Manual,First Owner,Tata,TiagoXT,10.621327345686446,12.721885810807203,8
3067,Honda City V AT,2011,434999,97000,Petrol,Dealer,Automatic,Second Owner,Honda,CityV,11.48246625748552,12.983099011217604,13
3068,Honda City i VTEC S,2014,500000,60000,Petrol,Individual,Manual,First Owner,Honda,Cityi,11.002099841204238,13.122363377404328,10
3069,Maruti Alto K10 VXI Airbag,2017,290000,60000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,11.002099841204238,12.577636201962656,7
3070,Ford Ecosport 1.5 Ti VCT AT Titanium,2014,475000,48000,Petrol,Dealer,Automatic,Second Owner,Ford,Ecosport1.5,10.778956289890028,13.071070083016778,10
3072,Hyundai Xcent 1.2 VTVT S,2019,600000,80000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent1.2,11.289781913656018,13.304684934198283,5
3073,Hyundai i20 Asta 1.4 CRDi,2013,300000,70000,Diesel,Individual,Manual,Second Owner,Hyundai,i20Asta,11.156250521031495,12.611537753638338,11
3074,Volkswagen Jetta 2.0L TDI Comfortline,2012,415000,80000,Diesel,Individual,Manual,Second Owner,Volkswagen,Jetta2.0L,11.289781913656018,12.936033799212835,12
3076,Hyundai Grand i10 Sportz,2016,420000,44440,Petrol,Individual,Manual,Second Owner,Hyundai,Grandi10,10.701895243753567,12.948009990259552,8
3079,Hyundai Grand i10 CRDi Sportz,2015,390000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,Grandi10,11.289781913656018,12.873902018105829,9
3080,Skoda Laura Ambiente 2.0 TDI CR MT,2012,400000,110000,Diesel,Individual,Manual,First Owner,Skoda,LauraAmbiente,11.608235644774552,12.89921982609012,12
3084,Maruti Swift Dzire ZDI,2015,470000,91365,Diesel,Dealer,Manual,First Owner,Maruti,SwiftDzire,11.422617751938695,13.060487973686241,9
3085,Maruti Swift Dzire VDI,2013,360000,90010,Diesel,Dealer,Manual,Second Owner,Maruti,SwiftDzire,11.40767605425113,12.793859310432293,11
3086,Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,First Owner,Maruti,ErtigaVDI,11.289781913656018,12.43320423404224,11
3087,Tata Nano Lx BSIV,2012,45000,35000,Petrol,Individual,Manual,Second Owner,Tata,NanoLx,10.46310334047155,10.714417768752456,12
3088,Maruti Wagon R VXI BSII,2006,75000,80000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.289781913656018,11.225243392518447,18
3089,Maruti Swift Dzire VDI,2013,495000,31800,Diesel,Dealer,Manual,First Owner,Maruti,SwiftDzire,10.367221568768269,13.112313041550827,11
3090,Maruti Wagon R CNG LXI,2013,310000,59100,CNG,Dealer,Manual,First Owner,Maruti,WagonR,10.98698620339419,12.644327576461329,11
3091,Honda Jazz 1.2 V i VTEC,2016,540000,31200,Petrol,Dealer,Manual,First Owner,Honda,Jazz1.2,10.348173373797573,13.199324418540456,8
3092,Maruti Ciaz VDi Plus SHVS,2016,665000,51000,Diesel,Dealer,Manual,First Owner,Maruti,CiazVDi,10.839580911706463,13.407542319637992,8
3093,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,425000,22700,Diesel,Dealer,Manual,Second Owner,Hyundai,i20Magna,10.030120203469494,12.959844447906553,11
3095,Maruti Ciaz VDI SHVS,2016,675000,50900,Diesel,Dealer,Manual,First Owner,Maruti,CiazVDI,10.837618202538614,13.422467969854667,8
3097,Chevrolet Beat Diesel LS,2014,320000,60000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,11.002099841204238,12.676076274775909,10
3098,Maruti Ritz VXI,2011,250000,80000,Petrol,Individual,Manual,Second Owner,Maruti,RitzVXI,11.289781913656018,12.429216196844383,13
3099,Maruti Baleno Zeta 1.3,2016,600000,72000,Diesel,Individual,Manual,First Owner,Maruti,BalenoZeta,11.184421397998193,13.304684934198283,8
3100,Hyundai Xcent 1.2 Kappa S,2016,300000,96000,Petrol,Individual,Manual,First Owner,Hyundai,Xcent1.2,11.472103470449973,12.611537753638338,8
3101,Chevrolet Beat Diesel LS,2014,305000,66000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,11.097410021008562,12.628067055589549,10
3104,Maruti Wagon R LXI Minor,2009,106000,70000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,11.156250521031495,11.571194373094205,15
3105,Hyundai Accent GLS 1.6 ABS,2006,90000,75000,Petrol,Individual,Manual,Third Owner,Hyundai,AccentGLS,11.225243392518447,11.407564949312402,18
3106,Tata Tiago 1.2 Revotron XZ,2019,539000,2417,Petrol,Individual,Manual,First Owner,Tata,Tiago1.2,7.790282380703483,13.197470849891134,5
3108,Hyundai EON Era Plus Option,2016,250000,30000,Petrol,Individual,Manual,Second Owner,Hyundai,EONEra,10.308952660644293,12.429216196844383,8
3110,Mahindra Scorpio BSIV,2018,707000,60000,Diesel,Individual,Manual,First Owner,Mahindra,ScorpioBSIV,11.002099841204238,13.468785944878709,6
3112,Maruti Eeco CNG 5 Seater AC BSIV,2020,495000,7000,CNG,Individual,Manual,First Owner,Maruti,EecoCNG,8.85366542803745,13.112313041550827,4
3113,Tata Indigo TDI,2012,200000,35000,Diesel,Individual,Manual,First Owner,Tata,IndigoTDI,10.46310334047155,12.206072645530174,12
3114,Maruti A-Star Vxi,2009,110000,110000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,A-StarVxi,11.608235644774552,11.608235644774552,15
3116,Maruti Alto 800 LX,2016,150000,25000,Petrol,Individual,Manual,Second Owner,Maruti,Alto800,10.126631103850338,11.918390573078392,8
3118,Ford Ikon 1.3 Flair,2005,50000,80000,Petrol,Individual,Manual,Third Owner,Ford,Ikon1.3,11.289781913656018,10.819778284410283,19
3119,Chevrolet Aveo 1.4,2007,85000,70000,Petrol,Individual,Manual,Second Owner,Chevrolet,Aveo1.4,11.156250521031495,11.350406535472453,17
3120,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,475000,23000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,10.043249494911286,13.071070083016778,6
3121,Volkswagen Polo 1.2 MPI Highline,2014,425000,40000,Petrol,Individual,Manual,First Owner,Volkswagen,Polo1.2,10.596634733096073,12.959844447906553,10
3122,BMW 5 Series 530i,2006,480000,110000,Petrol,Individual,Automatic,Second Owner,BMW,5Series,11.608235644774552,13.081541382884074,18
3124,Maruti Swift Dzire VDI,2015,535000,80000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,11.289781913656018,13.190022025878143,9
3125,Hyundai Verna CRDi SX ABS,2009,325000,25000,Diesel,Individual,Manual,Third Owner,Hyundai,VernaCRDi,10.126631103850338,12.691580461311874,15
3126,Maruti Wagon R Stingray VXI,2013,270000,74000,Petrol,Individual,Manual,Third Owner,Maruti,WagonR,11.211820372186306,12.506177237980511,11
3127,Maruti Celerio VXI,2015,300000,60000,Petrol,Individual,Manual,Third Owner,Maruti,CelerioVXI,11.002099841204238,12.611537753638338,9
3128,Volkswagen Vento Diesel Trendline,2011,325000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,VentoDiesel,11.156250521031495,12.691580461311874,13
3129,Tata New Safari DICOR 2.2 EX 4x2,2010,350000,100000,Diesel,Individual,Manual,First Owner,Tata,NewSafari,11.512925464970229,12.765688433465597,14
3132,Maruti Wagon R LXI,2005,70000,70000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.156250521031495,11.156250521031495,19
3134,Chevrolet Cruze LTZ,2011,345000,65500,Diesel,Individual,Manual,First Owner,Chevrolet,CruzeLTZ,11.089805421623343,12.751299696013497,13
3136,Maruti Alto 800 LXI,2012,120000,50000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.819778284410283,11.695247021764184,12
3137,Maruti Alto LXi BSIII,2009,114999,90000,Petrol,Individual,Manual,Second Owner,Maruti,AltoLXi,11.407564949312402,11.652678711655406,15
3139,Maruti Celerio VXI,2016,340000,56000,Petrol,Dealer,Manual,First Owner,Maruti,CelerioVXI,10.933106969717286,12.736700896592344,8
3140,Maruti Wagon R LXI,2005,90000,70000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.156250521031495,11.407564949312402,19
3142,Maruti Alto K10 2010-2014 VXI,2010,115999,70000,Petrol,Individual,Manual,First Owner,Maruti,AltoK10,11.156250521031495,11.661336849361689,14
3161,Maruti Wagon R VXI,2016,375000,23000,Petrol,Dealer,Manual,Second Owner,Maruti,WagonR,10.043249494911286,12.834681304952548,8
3162,Maruti Zen Estilo LXI BSIII,2007,275000,10211,Petrol,Individual,Manual,First Owner,Maruti,ZenEstilo,9.231220849555537,12.524526376648708,17
3165,Maruti Celerio ZXI,2017,409999,35000,Petrol,Individual,Manual,First Owner,Maruti,CelerioZXI,10.46310334047155,12.923909999653127,7
3167,Nissan Sunny Diesel XL,2013,220000,90000,Diesel,Individual,Manual,Second Owner,Nissan,SunnyDiesel,11.407564949312402,12.301382825334498,11
3168,Ford Fiesta 1.6 Duratec EXI Ltd,2008,120000,80000,Petrol,Individual,Manual,Second Owner,Ford,Fiesta1.6,11.289781913656018,11.695247021764184,16
3169,Hyundai Santro Xing XK,2007,70000,55000,Petrol,Individual,Manual,Second Owner,Hyundai,SantroXing,10.915088464214607,11.156250521031495,17
3173,Datsun GO Plus Remix Limited Edition,2016,300000,35000,Petrol,Individual,Manual,First Owner,Datsun,GOPlus,10.46310334047155,12.611537753638338,8
3174,Hyundai i10 Magna,2008,195000,56000,Petrol,Individual,Manual,Second Owner,Hyundai,i10Magna,10.933106969717286,12.180754837545884,16
3175,Ford Fiesta Classic 1.4 SXI Duratorq,2007,130000,98000,Diesel,Individual,Manual,Second Owner,Ford,FiestaClassic,11.49272275765271,11.77528972943772,17
3177,Maruti Alto VXi,2002,120000,60000,Petrol,Individual,Manual,Third Owner,Maruti,AltoVXi,11.002099841204238,11.695247021764184,22
3179,Tata Indigo LS,2010,160000,102000,Diesel,Individual,Manual,Second Owner,Tata,IndigoLS,11.532728092266408,11.982929094215963,14
3181,Maruti 800 AC,2013,100000,80000,Petrol,Individual,Manual,First Owner,Maruti,800AC,11.289781913656018,11.512925464970229,11
3183,Maruti Alto 800 LXI,2015,265000,32933,Petrol,Dealer,Manual,First Owner,Maruti,Alto800,10.402230473559138,12.487485104968359,9
3184,Maruti Wagon R LXI,2008,175000,54551,Petrol,Dealer,Manual,First Owner,Maruti,WagonR,10.906891322898874,12.072541252905651,16
3185,Maruti Omni 8 Seater BSIV,2014,250999,57112,Petrol,Dealer,Manual,First Owner,Maruti,Omni8,10.952769531182296,12.43320423404224,10
3186,Hyundai Xcent 1.2 VTVT S AT,2015,471000,41025,Petrol,Dealer,Automatic,First Owner,Hyundai,Xcent1.2,10.621936915958292,13.062613372998555,9
3187,Maruti Swift Dzire LDI,2019,650000,5000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,8.517193191416238,13.38472764187182,5
3189,Hyundai EON Magna,2012,225000,53122,Petrol,Dealer,Manual,Second Owner,Hyundai,EONMagna,10.88034643404396,12.323855681186558,12
3190,Maruti Alto 800 LXI CNG,2013,245000,64111,CNG,Dealer,Manual,First Owner,Maruti,Alto800,11.068371235050263,12.409013489526863,11
3191,Maruti Ritz LXi,2011,221000,78892,Petrol,Dealer,Manual,First Owner,Maruti,RitzLXi,11.275835107523394,12.30591798049989,13
3192,Hyundai i20 1.2 Asta,2011,271000,74113,Petrol,Dealer,Manual,First Owner,Hyundai,i201.2,11.213346234493118,12.509874099861838,13
3193,Maruti Wagon R VXI,2012,290000,80000,Petrol,Dealer,Manual,First Owner,Maruti,WagonR,11.289781913656018,12.577636201962656,12
3194,Maruti Swift VXi BSIV,2017,525000,39000,Petrol,Dealer,Manual,First Owner,Maruti,SwiftVXi,10.571316925111784,13.17115354157376,7
3195,Volkswagen Vento 1.6 Highline,2012,377000,84775,Petrol,Dealer,Manual,First Owner,Volkswagen,Vento1.6,11.347755966993839,12.840000466430148,12
3196,Tata Nano LX SE,2012,95000,20778,Petrol,Dealer,Manual,First Owner,Tata,NanoLX,9.941650013630477,11.461632170582678,12
3197,Maruti Ertiga VDI,2015,763000,64441,Diesel,Dealer,Manual,First Owner,Maruti,ErtigaVDI,11.07350535548211,13.545013310266594,9
3198,Honda Amaze S i-Vtech,2015,450000,43192,Petrol,Dealer,Manual,First Owner,Honda,AmazeS,10.673410571898122,13.017002861746503,9
3199,Tata Nano Twist XE,2014,140000,44416,Petrol,Dealer,Manual,First Owner,Tata,NanoTwist,10.701355043866476,11.84939770159144,10
3200,Maruti Ciaz VDi Plus SHVS,2016,701000,79991,Diesel,Dealer,Manual,First Owner,Maruti,CiazVDi,11.28966940732742,13.460263166016727,8
3201,Nissan Micra Diesel XV,2011,277000,62601,Diesel,Dealer,Manual,Second Owner,Nissan,MicraDiesel,11.044536531401494,12.531772785169476,13
3202,Maruti Baleno Delta Automatic,2018,520000,50000,Petrol,Individual,Automatic,First Owner,Maruti,BalenoDelta,10.819778284410283,13.16158409055761,6
3203,Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,550000,100000,Diesel,Individual,Manual,First Owner,Ford,FigoAspire,11.512925464970229,13.217673557208654,7
3204,Volkswagen Vento Diesel Highline,2011,260000,97000,Diesel,Individual,Manual,Third Owner,Volkswagen,VentoDiesel,11.48246625748552,12.468436909997665,13
3205,Renault Pulse RxZ,2015,420000,100000,Diesel,Individual,Manual,First Owner,Renault,PulseRxZ,11.512925464970229,12.948009990259552,9
3206,OpelCorsa 1.4 GL,2002,35000,100000,Petrol,Individual,Manual,Third Owner,OpelCorsa,1.4GL,11.512925464970229,10.46310334047155,22
3208,Maruti Ciaz 1.4 Zeta,2017,680000,46000,Petrol,Individual,Manual,First Owner,Maruti,Ciaz1.4,10.736396675471232,13.42984807715229,7
3209,Maruti Swift VDI,2012,425000,40000,Diesel,Individual,Manual,First Owner,Maruti,SwiftVDI,10.596634733096073,12.959844447906553,12
3210,Maruti Swift Dzire LDI,2014,450000,70000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftDzire,11.156250521031495,13.017002861746503,10
3211,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008,590000,89600,Diesel,Individual,Manual,Third Owner,Toyota,Innova2.5,11.403110598963021,13.287877815881902,16
3213,Honda Mobilio S i DTEC,2015,420000,104000,Diesel,Individual,Manual,Second Owner,Honda,MobilioS,11.55214617812351,12.948009990259552,9
3214,Volkswagen Polo 1.5 TDI Highline,2014,450000,80000,Diesel,Individual,Manual,Second Owner,Volkswagen,Polo1.5,11.289781913656018,13.017002861746503,10
3215,Maruti 800 AC,2004,40000,69111,Petrol,Individual,Manual,Third Owner,Maruti,800AC,11.143469186666763,10.596634733096073,20
3216,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,520000,70000,Diesel,Individual,Manual,Second Owner,Toyota,Innova2.5,11.156250521031495,13.16158409055761,10
3218,Tata Nano CX,2014,55000,40000,Petrol,Individual,Manual,First Owner,Tata,NanoCX,10.596634733096073,10.915088464214607,10
3219,Mahindra Bolero DI DX 7 Seater,2001,80000,100000,Diesel,Individual,Manual,Third Owner,Mahindra,BoleroDI,11.512925464970229,11.289781913656018,23
3220,Maruti Alto 800 LXI,2019,210000,20000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,9.903487552536127,12.254862809699606,5
3222,Tata Tiago 1.05 Revotorq XM,2017,260000,50000,Diesel,Individual,Manual,First Owner,Tata,Tiago1.05,10.819778284410283,12.468436909997665,7
3223,Tata Zest Quadrajet 1.3,2016,250000,70000,Diesel,Individual,Manual,First Owner,Tata,ZestQuadrajet,11.156250521031495,12.429216196844383,8
3224,Tata Indica Vista Aqua TDI BSIII,2008,80000,90000,Diesel,Individual,Manual,First Owner,Tata,IndicaVista,11.407564949312402,11.289781913656018,16
3247,Ford Figo Petrol EXI,2014,350000,90000,Petrol,Individual,Manual,Second Owner,Ford,FigoPetrol,11.407564949312402,12.765688433465597,10
3248,Maruti SX4 VDI,2011,320000,100000,Diesel,Individual,Manual,First Owner,Maruti,SX4VDI,11.512925464970229,12.676076274775909,13
3249,Honda Amaze S i-DTEC,2016,475000,90000,Diesel,Individual,Manual,First Owner,Honda,AmazeS,11.407564949312402,13.071070083016778,8
3271,Tata Indica GLS BS IV,2008,70000,60000,Petrol,Individual,Manual,First Owner,Tata,IndicaGLS,11.002099841204238,11.156250521031495,16
3272,Chevrolet Sail Hatchback 1.3 TCDi,2015,281000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,SailHatchback,10.596634733096073,12.546109948315882,9
3273,Tata Indigo Grand Dicor,2013,211000,80000,Diesel,Individual,Manual,First Owner,Tata,IndigoGrand,11.289781913656018,12.259613412458204,11
3274,Hyundai Elite i20 Petrol Magna Exective,2018,550000,11000,Petrol,Individual,Manual,First Owner,Hyundai,Elitei20,9.305650551780507,13.217673557208654,6
3275,Chevrolet Enjoy TCDi LT 8 Seater,2014,350000,110000,Diesel,Individual,Manual,First Owner,Chevrolet,EnjoyTCDi,11.608235644774552,12.765688433465597,10
3276,Maruti Wagon R VXI AMT,2017,420000,19890,Petrol,Dealer,Automatic,First Owner,Maruti,WagonR,9.897972371848018,12.948009990259552,7
3277,Renault KWID RXT,2015,270000,20969,Petrol,Dealer,Manual,First Owner,Renault,KWIDRXT,9.950800435586746,12.506177237980511,9
3278,Maruti Celerio VXI,2016,399000,20194,Petrol,Dealer,Manual,First Owner,Maruti,CelerioVXI,9.913140809564267,12.896716695872,8
3279,Ford Figo Trend,2016,440000,34982,Petrol,Dealer,Manual,First Owner,Ford,FigoTrend,10.462588922467008,12.994530005894443,8
3280,Hyundai EON Magna,2012,250000,44588,Petrol,Dealer,Manual,First Owner,Hyundai,EONMagna,10.705220043509515,12.429216196844383,12
3281,Ford Ecosport 1.5 Diesel Titanium,2016,650000,57904,Diesel,Dealer,Manual,First Owner,Ford,Ecosport1.5,10.966541745803523,13.38472764187182,8
3282,Maruti Alto K10 VXI,2015,270000,59258,Petrol,Dealer,Manual,First Owner,Maruti,AltoK10,10.989656070979896,12.506177237980511,9
3283,Ford Figo Trend,2016,390000,60826,Petrol,Dealer,Manual,First Owner,Ford,FigoTrend,11.01577260812488,12.873902018105829,8
3285,Maruti 800 AC,2014,225000,35000,Petrol,Individual,Manual,First Owner,Maruti,800AC,10.46310334047155,12.323855681186558,10
3289,Honda Amaze E i-Dtech,2013,320000,50000,Diesel,Individual,Manual,First Owner,Honda,AmazeE,10.819778284410283,12.676076274775909,11
3290,Maruti Alto 800 LXI,2016,300000,25000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.126631103850338,12.611537753638338,8
3291,Hyundai i20 1.2 Asta Dual Tone,2018,740000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i201.2,10.126631103850338,13.514405465180353,6
3292,Datsun RediGO SV 1.0,2019,350000,1300,Petrol,Individual,Manual,First Owner,Datsun,RediGOSV,7.170119543449628,12.765688433465597,5
3293,Datsun GO T BSIV,2014,280000,40000,Petrol,Individual,Manual,First Owner,Datsun,GOT,10.596634733096073,12.542544882151386,10
3294,Maruti Swift Dzire AMT VDI,2018,675000,50000,Diesel,Individual,Automatic,First Owner,Maruti,SwiftDzire,10.819778284410283,13.422467969854667,6
3295,Hyundai i10 Era 1.1 iTech SE,2011,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i10Era,9.903487552536127,12.611537753638338,13
3296,Chevrolet Captiva 2.0L VCDi,2011,400000,76000,Diesel,Individual,Manual,Third Owner,Chevrolet,Captiva2.0L,11.238488619268468,12.89921982609012,13
3297,Mahindra Scorpio VLX 2WD BSIV,2010,420000,100000,Diesel,Individual,Manual,Third Owner,Mahindra,ScorpioVLX,11.512925464970229,12.948009990259552,14
3299,Maruti Wagon R VXI Minor,2010,170000,70000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,11.156250521031495,12.043553716032399,14
3300,Hyundai EON Era Plus,2014,210000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,EONEra,11.156250521031495,12.254862809699606,10
3301,Maruti Ertiga VDI,2015,600000,60000,Diesel,Individual,Manual,Second Owner,Maruti,ErtigaVDI,11.002099841204238,13.304684934198283,9
3302,Maruti Wagon R VXI BS IV,2014,260000,38000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,10.545341438708522,12.468436909997665,10
3303,Tata Nano Twist XT,2015,82000,19000,Petrol,Individual,Manual,First Owner,Tata,NanoTwist,9.852194258148577,11.314474526246391,9
3304,Mahindra TUV 300 T8,2016,690000,75000,Diesel,Individual,Manual,First Owner,Mahindra,TUV300,11.225243392518447,13.444446876573442,8
3305,Hyundai Grand i10 CRDi Asta,2015,300000,70000,Diesel,Individual,Manual,First Owner,Hyundai,Grandi10,11.156250521031495,12.611537753638338,9
3309,Maruti Alto 800 LXI,2014,190000,90000,Petrol,Individual,Manual,Second Owner,Maruti,Alto800,11.407564949312402,12.154779351142624,10
3310,Mahindra Verito 1.5 D2 BSIII,2014,250000,30000,Diesel,Individual,Manual,First Owner,Mahindra,Verito1.5,10.308952660644293,12.429216196844383,10
3311,Hyundai Verna 1.6 i ABS,2009,200000,60000,Petrol,Individual,Manual,First Owner,Hyundai,Verna1.6,11.002099841204238,12.206072645530174,15
3312,Mahindra Bolero DI,2005,300000,90000,Diesel,Individual,Manual,Second Owner,Mahindra,BoleroDI,11.407564949312402,12.611537753638338,19
3314,Maruti 800 AC,2008,90000,70000,Petrol,Individual,Manual,Third Owner,Maruti,800AC,11.156250521031495,11.407564949312402,16
3321,Maruti Wagon R VXI Optional,2017,290000,110000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.608235644774552,12.577636201962656,7
3323,Tata Indigo LX Dicor,2008,70000,100000,Diesel,Individual,Manual,Third Owner,Tata,IndigoLX,11.512925464970229,11.156250521031495,16
3324,Maruti Swift ZDi BSIV,2016,520000,41000,Diesel,Individual,Manual,First Owner,Maruti,SwiftZDi,10.621327345686446,13.16158409055761,8
3325,Tata Indigo LS,2012,150000,90000,Diesel,Individual,Manual,First Owner,Tata,IndigoLS,11.407564949312402,11.918390573078392,12
3326,Hyundai i10 Magna 1.1,2008,120000,90000,Petrol,Individual,Manual,First Owner,Hyundai,i10Magna,11.407564949312402,11.695247021764184,16
3327,Hyundai i20 Asta Option 1.2,2016,600000,25000,Petrol,Individual,Manual,First Owner,Hyundai,i20Asta,10.126631103850338,13.304684934198283,8
3328,Tata Xenon XT EX 4X4,2010,150000,70000,Diesel,Individual,Manual,Second Owner,Tata,XenonXT,11.156250521031495,11.918390573078392,14
3329,Volkswagen Vento Petrol Highline,2011,400000,60000,Petrol,Individual,Manual,First Owner,Volkswagen,VentoPetrol,11.002099841204238,12.89921982609012,13
3330,Maruti Alto 800 LXI,2015,310000,30000,Petrol,Individual,Manual,Second Owner,Maruti,Alto800,10.308952660644293,12.644327576461329,9
3331,Maruti Baleno Alpha 1.2,2015,550000,30000,Petrol,Individual,Manual,First Owner,Maruti,BalenoAlpha,10.308952660644293,13.217673557208654,9
3332,Hyundai i20 Asta Option 1.4 CRDi,2016,550000,60000,Diesel,Individual,Manual,First Owner,Hyundai,i20Asta,11.002099841204238,13.217673557208654,8
3333,Hyundai Grand i10 CRDi Magna,2013,320000,73000,Diesel,Individual,Manual,First Owner,Hyundai,Grandi10,11.198214720130528,12.676076274775909,11
3334,Maruti 800 AC BSII,1992,50000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,800AC,11.512925464970229,10.819778284410283,32
3337,Maruti Vitara Brezza VDi Option,2017,700000,50000,Diesel,Individual,Manual,Second Owner,Maruti,VitaraBrezza,10.819778284410283,13.458835614025542,7
3338,Maruti Ertiga VDI,2012,700000,110000,Diesel,Individual,Manual,Second Owner,Maruti,ErtigaVDI,11.608235644774552,13.458835614025542,12
3339,Hyundai i20 1.4 Sportz,2017,655000,84000,Diesel,Dealer,Manual,First Owner,Hyundai,i201.4,11.33857207782545,13.39239051461739,7
3341,Chevrolet Beat LT LPG,2011,200000,110000,LPG,Individual,Manual,First Owner,Chevrolet,BeatLT,11.608235644774552,12.206072645530174,13
3343,Hyundai Verna 1.6 SX,2012,470000,109052,Diesel,Dealer,Manual,First Owner,Hyundai,Verna1.6,11.599580111672507,13.060487973686241,12
3344,Maruti Ciaz VDi,2015,550000,90658,Diesel,Dealer,Manual,First Owner,Maruti,CiazVDi,11.414849463805885,13.217673557208654,9
3345,Honda Amaze VX i-DTEC,2014,500000,110000,Diesel,Individual,Manual,Second Owner,Honda,AmazeVX,11.608235644774552,13.122363377404328,10
3346,Datsun GO T Option BSIV,2015,210000,25000,Petrol,Individual,Manual,First Owner,Datsun,GOT,10.126631103850338,12.254862809699606,9
3352,Hyundai Verna SX AT Diesel,2009,245000,75000,Diesel,Dealer,Automatic,First Owner,Hyundai,VernaSX,11.225243392518447,12.409013489526863,15
3353,Honda WR-V i-VTEC VX,2017,700000,25552,Petrol,Dealer,Manual,Second Owner,Honda,WR-Vi-VTEC,10.148470870454794,13.458835614025542,7
3354,Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,9.903487552536127,12.611537753638338,6
